ICaLineCode,ICaStationCode,ICaCompanyName,ICaLineName,ICaStationName,ICaNote
38075,2,北陸鉄道グループ,53 西金沢,金沢大学自然研前,5307系統上り
38075,3,北陸鉄道グループ,53 西金沢,角間新町,5307系統上り
38075,4,北陸鉄道グループ,53 西金沢,若松,5307系統上り
38075,5,北陸鉄道グループ,53 西金沢,若松西,5307系統上り
38075,6,北陸鉄道グループ,53 西金沢,若松橋,5307系統上り
38075,7,北陸鉄道グループ,53 西金沢,旭町,5307系統上り
38075,8,北陸鉄道グループ,53 西金沢,旭町口,5307系統上り
38075,9,北陸鉄道グループ,53 西金沢,田井町,5307系統上り
38075,10,北陸鉄道グループ,53 西金沢,桜町,5307系統上り
38075,11,北陸鉄道グループ,53 西金沢,暁町,5307系統上り
38075,12,北陸鉄道グループ,53 西金沢,横山町,5307系統上り
38075,13,北陸鉄道グループ,53 西金沢,小将町,5307系統上り
38075,14,北陸鉄道グループ,53 西金沢,兼六園下,5307系統上り
38075,15,北陸鉄道グループ,53 西金沢,広坂,5307系統上り
38075,16,北陸鉄道グループ,53 西金沢,香林坊,5307系統上り
38075,17,北陸鉄道グループ,53 西金沢,片町,5307系統上り
38075,18,北陸鉄道グループ,53 西金沢,広小路,5307系統上り
38075,19,北陸鉄道グループ,53 西金沢,野町,5307系統上り
38075,20,北陸鉄道グループ,53 西金沢,泉1丁目,5307系統上り
38075,21,北陸鉄道グループ,53 西金沢,泉新町,5307系統上り
38075,22,北陸鉄道グループ,53 西金沢,金沢高校前,5307系統上り
38075,23,北陸鉄道グループ,53 西金沢,西泉,5307系統上り
38075,24,北陸鉄道グループ,53 西金沢,米泉,5307系統上り
38075,25,北陸鉄道グループ,53 西金沢,西金沢,5307系統上り
38480,16,北陸鉄道グループ,64番 上荒屋西発工業試験場行き（西金三丁目、金沢駅西口経由,金沢駅西口,
38480,23,北陸鉄道グループ,64番 上荒屋西発工業試験場行き（西金三丁目、金沢駅西口経由,県庁前,
39271,8,北陸鉄道グループ,01香林坊（シティライナー）,県庁前,
39271,13,北陸鉄道グループ,01香林坊（シティライナー）,金沢駅西口,
39774,0,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,粟崎三丁目,7006系統上り
39774,1,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,粟崎一丁目,7006系統上り
39774,2,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,粟崎南口,7006系統上り
39774,3,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,港三丁目,7006系統上り
39774,4,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,近岡北,7006系統上り
39774,5,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,近岡,7006系統上り
39774,6,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,直江,7006系統上り
39774,7,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,金沢流通会館前,7006系統上り
39774,8,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,問屋二丁目,7006系統上り
39774,9,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,問屋一丁目,7006系統上り
39774,10,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,西割出,7006系統上り
39774,11,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,三浦住宅前,7006系統上り
39774,12,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,南新保口,7006系統上り
39774,13,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,上諸江,7006系統上り
39774,14,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,諸江町小学校前,7006系統上り
39774,15,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,北安江,7006系統上り
39774,16,北陸鉄道グループ,10 錦町・粟崎,金沢駅西口,粟崎三丁目→香林坊→東部車庫
39774,16,北陸鉄道グループ,10 錦町・粟崎,金沢駅西口,
39774,17,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,広岡口,7006系統上り
39774,18,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,中橋,7006系統上り
39774,19,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,六枚町,7006系統上り
39774,20,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,武蔵ヶ辻,7006系統上り
39774,21,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,南町,7006系統上り
39774,22,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,香林坊（アトリオ前）,7006系統上り
39774,23,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,香林坊（中央公園前）,7006系統上り
39774,24,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,成巽閣前,7006系統上り
39774,25,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,出羽町,7006系統上り
39774,26,北陸鉄道グループ,錦町・粟崎,石引町,
39774,27,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,小立野,7006系統上り
39774,28,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,天徳院前,7006系統上り
39774,29,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,小立野三丁目,7006系統上り
39774,30,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,金大工学部前,7006系統上り
39774,31,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,小立野一丁目,7006系統上り
39774,32,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,錦町,7006系統上り
39774,33,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,土清水口,7006系統上り
39774,34,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,土清水,7006系統上り
39774,35,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,大道割口,7006系統上り
39774,36,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,永安町,7006系統上り
39774,37,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,末,7006系統上り
39774,38,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,都雅野住宅,7006系統上り
39774,39,北陸鉄道グループ,10 東部車庫（錦町粟崎線）,東部車庫,7006系統上り
40769,0,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,円光寺,8001系統上り
40769,1,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,泉丘高校前,8001系統上り
40769,2,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,泉が丘,8001系統上り
40769,3,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,有松,8001系統上り
40769,4,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,泉二丁目,8001系統上り
40769,5,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,泉一丁目,8001系統上り
40769,6,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,野町,8001系統上り
40769,7,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,広小路,8001系統上り
40769,8,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,片町,8001系統上り
40769,9,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,香林坊（日銀前）,8001系統上り
40769,10,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,香林坊（勧銀前）,8001系統上り
40769,11,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,南町,8001系統上り
40769,12,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,武蔵ヶ辻,8001系統上り
40769,13,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,尾張町,8001系統上り
40769,14,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,橋場町,8001系統上り
40769,15,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,東山,8001系統上り
40769,16,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,森山,8001系統上り
40769,17,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,山の上,8001系統上り
40769,18,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,春日町,8001系統上り
40769,19,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,鳴和,8001系統上り
40769,20,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,小坂,8001系統上り
40769,21,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,小坂中,8001系統上り
40769,22,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,神谷内,8001系統上り
40769,23,北陸鉄道グループ,80 柳橋（柳橋円光寺線）,柳橋,8001系統上り
40869,0,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,柳橋,8101系統上り
40869,1,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,神谷内,8101系統上り
40869,2,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,小坂中,8101系統上り
40869,3,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,小坂,8101系統上り
40869,4,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,鳴和,8101系統上り
40869,5,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,春日町,8101系統上り
40869,6,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,山の上,8101系統上り
40869,7,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,森山,8101系統上り
40869,8,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,東山,8101系統上り
40869,9,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,橋場町,8101系統上り
40869,10,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,橋場町,8101系統上り
40869,11,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,兼六園下,8101系統上り
40869,12,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,広坂,8101系統上り
40869,13,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,香林坊,8101系統上り
40869,14,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,片町,8101系統上り
40869,15,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,広小路,8101系統上り
40869,16,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,寺町三丁目,8101系統上り
40869,17,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,寺町二丁目,8101系統上り
40869,18,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,寺町一丁目,8101系統上り
40869,19,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,泉野一丁目,8101系統上り
40869,20,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,泉野四丁目,8101系統上り
40869,21,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,泉野六丁目,8101系統上り
40869,22,北陸鉄道グループ,81 泉野出町（柳橋寺町線）,市総合体育館前,8101系統上り
40869,23,北陸鉄道グループ,81 柳橋（柳橋寺町線）,泉野出町,8101系統上り
40869,24,北陸鉄道グループ,81 柳橋（柳橋寺町線）,伏見新町,8101系統上り
40869,25,北陸鉄道グループ,81 柳橋（柳橋寺町線）,長坂台,8101系統上り
40869,26,北陸鉄道グループ,81 柳橋（柳橋寺町線）,泉野出町一丁目,8101系統上り
40869,27,北陸鉄道グループ,81 柳橋（柳橋寺町線）,市総合体育館前,8101系統上り
40869,28,北陸鉄道グループ,81 柳橋（柳橋寺町線）,泉野六丁目,8101系統上り
40869,29,北陸鉄道グループ,81 柳橋（柳橋寺町線）,泉野四丁目,8101系統上り
40869,30,北陸鉄道グループ,81 柳橋（柳橋寺町線）,泉野一丁目,8101系統上り
40869,31,北陸鉄道グループ,81 柳橋（柳橋寺町線）,寺町一丁目,8101系統上り
40869,32,北陸鉄道グループ,81 柳橋（柳橋寺町線）,寺町二丁目,8101系統上り
40869,33,北陸鉄道グループ,81 柳橋（柳橋寺町線）,寺町三丁目,8101系統上り
40869,34,北陸鉄道グループ,81 柳橋（柳橋寺町線）,広小路,8101系統上り
40869,35,北陸鉄道グループ,81 柳橋（柳橋寺町線）,片町,8101系統上り
40869,36,北陸鉄道グループ,81 柳橋（柳橋寺町線）,香林坊,8101系統上り
40869,37,北陸鉄道グループ,81 柳橋（柳橋寺町線）,広坂,8101系統上り
40869,38,北陸鉄道グループ,81 柳橋（柳橋寺町線）,兼六園下,8101系統上り
40869,39,北陸鉄道グループ,81 柳橋（柳橋寺町線）,橋場町,8101系統上り
40869,40,北陸鉄道グループ,81 柳橋（柳橋寺町線）,橋場町,8101系統上り
40869,41,北陸鉄道グループ,81 柳橋（柳橋寺町線）,東山,8101系統上り
40869,42,北陸鉄道グループ,81 柳橋（柳橋寺町線）,森山,8101系統上り
40869,43,北陸鉄道グループ,81 柳橋（柳橋寺町線）,山の上,8101系統上り
40869,44,北陸鉄道グループ,81 柳橋（柳橋寺町線）,春日町,8101系統上り
40869,45,北陸鉄道グループ,81 柳橋（柳橋寺町線）,鳴和,8101系統上り
40869,45,北陸鉄道グループ,81 柳橋（柳橋寺町線）,鳴和,8101系統上り
40869,46,北陸鉄道グループ,81 柳橋（柳橋寺町線）,小坂,8101系統上り
40869,47,北陸鉄道グループ,81 柳橋（柳橋寺町線）,小坂,8101系統上り
40869,47,北陸鉄道グループ,81 柳橋（柳橋寺町線）,小坂中,8101系統上り
40869,48,北陸鉄道グループ,81 柳橋（柳橋寺町線）,神谷内,8101系統上り
40869,49,北陸鉄道グループ,81 柳橋（柳橋寺町線）,柳橋,8101系統上り
40969,11,北陸鉄道グループ,82 鳴和・増泉,金沢駅,西金沢→柳橋行き
40969,21,北陸鉄道グループ,82 鳴和・増泉,柳橋,西金沢→柳橋行き
41771,0,北陸鉄道グループ,90 金沢駅,千寿閣,9003系統上り
41771,1,北陸鉄道グループ,90 金沢駅,鈴見台四丁目,9003系統上り
41771,2,北陸鉄道グループ,90 金沢駅,鈴見台三丁目,9003系統上り
41771,3,北陸鉄道グループ,90 金沢駅,鈴見台二丁目,9003系統上り
41771,4,北陸鉄道グループ,90 金沢駅,鈴見台一丁目,9003系統上り
41771,5,北陸鉄道グループ,90 金沢駅,桜町,9003系統上り
41771,6,北陸鉄道グループ,90 金沢駅,暁町,9003系統上り
41771,7,北陸鉄道グループ,90 金沢駅,横山町,9003系統上り
41771,8,北陸鉄道グループ,90 金沢駅,小将町,9003系統上り
41771,9,北陸鉄道グループ,90 金沢駅,兼六園下,9003系統上り
41771,10,北陸鉄道グループ,90 金沢駅,広坂,9003系統上り
41771,11,北陸鉄道グループ,90 金沢駅,香林坊,9003系統上り
41771,12,北陸鉄道グループ,90 金沢駅,南町,9003系統上り
41771,13,北陸鉄道グループ,90 金沢駅,武蔵ヶ辻,9003系統上り
41771,14,北陸鉄道グループ,90 金沢駅,リファーレ前,9003系統上り
41771,15,北陸鉄道グループ,90 金沢駅,金沢駅,9003系統上り
41969,0,北陸鉄道グループ,92 金沢駅,田上住宅,9201系統上り
41969,1,北陸鉄道グループ,92 金沢駅,田上新町,9201系統上り
41969,2,北陸鉄道グループ,92 金沢駅,若松病院前,9201系統上り
41969,3,北陸鉄道グループ,92 金沢駅,上若松,9201系統上り
41969,4,北陸鉄道グループ,92 金沢駅,若松,9201系統上り
41969,5,北陸鉄道グループ,92 金沢駅,若谷,9201系統上り
41969,6,北陸鉄道グループ,92 金沢駅,鈴見台2丁目,9201系統上り
41969,7,北陸鉄道グループ,92 金沢駅,鈴見台1丁目,9201系統上り
41969,8,北陸鉄道グループ,92 金沢駅,桜町,9201系統上り
41969,9,北陸鉄道グループ,92 金沢駅,暁町,9201系統上り
41969,10,北陸鉄道グループ,92 金沢駅,横山町,9201系統上り
41969,11,北陸鉄道グループ,92 金沢駅,小将町,9201系統上り
41969,12,北陸鉄道グループ,92 金沢駅,兼六園下,9201系統上り
41969,13,北陸鉄道グループ,92 金沢駅,広坂,9201系統上り
41969,14,北陸鉄道グループ,92 金沢駅,香林坊,9201系統上り
41969,15,北陸鉄道グループ,92 金沢駅,南町,9201系統上り
41969,16,北陸鉄道グループ,92 金沢駅,武蔵ヶ辻,9201系統上り
41969,17,北陸鉄道グループ,92 金沢駅,リファーレ前,9201系統上り
41969,18,北陸鉄道グループ,92 金沢駅,金沢駅,9201系統上り
41999,0,北陸鉄道グループ,06 県庁前,田上住宅,9231系統上り
41999,1,北陸鉄道グループ,06 県庁前,田上新町,9231系統上り
41999,2,北陸鉄道グループ,06 県庁前,田上2丁目,9231系統上り
41999,3,北陸鉄道グループ,06 県庁前,上若松,9231系統上り
41999,4,北陸鉄道グループ,06 県庁前,若松,9231系統上り
41999,5,北陸鉄道グループ,06 県庁前,若谷,9231系統上り
41999,6,北陸鉄道グループ,06 県庁前,鈴見台2丁目,9231系統上り
41999,7,北陸鉄道グループ,06 県庁前,鈴見台1丁目,9231系統上り
41999,8,北陸鉄道グループ,06 県庁前,桜町,9231系統上り
41999,9,北陸鉄道グループ,06 県庁前,暁町,9231系統上り
41999,10,北陸鉄道グループ,06 県庁前,横山町,9231系統上り
41999,11,北陸鉄道グループ,06 県庁前,小将町,9231系統上り
41999,12,北陸鉄道グループ,06 県庁前,兼六園下,9231系統上り
41999,13,北陸鉄道グループ,06 県庁前,広坂,9231系統上り
41999,14,北陸鉄道グループ,06 県庁前,香林坊,9231系統上り
41999,15,北陸鉄道グループ,06 県庁前,南町,9231系統上り
41999,16,北陸鉄道グループ,06 県庁前,武蔵ヶ辻（エムザ前）,9231系統上り
41999,17,北陸鉄道グループ,06 県庁前,武蔵ヶ辻（スカイ前）,9231系統上り
41999,18,北陸鉄道グループ,06 県庁前,六枚町,9231系統上り
41999,19,北陸鉄道グループ,06 県庁前,広岡口,9231系統上り
41999,20,北陸鉄道グループ,06 県庁前,金沢駅西口,9231系統上り
41999,21,北陸鉄道グループ,06 県庁前,広岡,9231系統上り
41999,22,北陸鉄道グループ,06 県庁前,西念南,9231系統上り
41999,23,北陸鉄道グループ,06 県庁前,西念西,9231系統上り
41999,24,北陸鉄道グループ,06 県庁前,駅西合庁前,9231系統上り
41999,25,北陸鉄道グループ,06 県庁前,県庁前,9231系統上り
42069,3,北陸鉄道,93金沢大学(鈴見経由),若松,上り
42173,0,北陸鉄道グループ,94 金沢駅,金沢大学,9405系統上り
42173,1,北陸鉄道グループ,94 金沢駅,金沢大学中央,9405系統上り
42173,2,北陸鉄道グループ,94 金沢駅,金沢大学自然研前,9405系統上り
42173,3,北陸鉄道グループ,94 金沢駅,角間新町,9405系統上り
42173,4,北陸鉄道グループ,94 金沢駅,若松,9405系統上り
42173,5,北陸鉄道グループ,94 金沢駅,若松西,9405系統上り
42173,6,北陸鉄道グループ,94 金沢駅,若松橋,9405系統上り
42173,7,北陸鉄道グループ,94 金沢駅,旭町,9405系統上り
42173,8,北陸鉄道グループ,94 金沢駅,旭町口,9405系統上り
42173,9,北陸鉄道グループ,94 金沢駅,田井町,9405系統上り
42173,10,北陸鉄道グループ,94 金沢駅,桜町,9405系統上り
42173,11,北陸鉄道グループ,94 金沢駅,暁町,9405系統上り
42173,12,北陸鉄道グループ,94 金沢駅,横山町,9405系統上り
42173,13,北陸鉄道グループ,94 金沢駅,小将町,9405系統上り
42173,14,北陸鉄道グループ,94 金沢駅,兼六園下,9405系統上り
42173,15,北陸鉄道グループ,94 金沢駅,広坂,9405系統上り
42173,16,北陸鉄道グループ,94 金沢駅,香林坊,9405系統上り
42173,17,北陸鉄道グループ,94 金沢駅,南町,9405系統上り
42173,18,北陸鉄道グループ,94 金沢駅,武蔵ヶ辻,9405系統上り
42173,19,北陸鉄道グループ,94 金沢駅,リファーレ前,9405系統上り
42173,20,北陸鉄道グループ,94 金沢駅,金沢駅,9405系統上り
42271,10,北陸鉄道,95北陸大学,旭町,上り
42473,0,北陸鉄道グループ,97 金沢駅,金沢大学,9705系統上り
42473,1,北陸鉄道グループ,97 金沢駅,金沢大学中央,9705系統上り
42473,2,北陸鉄道グループ,97 金沢駅,金沢大学自然研前,9705系統上り
42473,3,北陸鉄道グループ,97 金沢駅,角間新町,9705系統上り
42473,4,北陸鉄道グループ,97 金沢駅,若松,9705系統上り
42473,5,北陸鉄道グループ,97 金沢駅,若松西,9705系統上り
42473,6,北陸鉄道グループ,97 金沢駅,若松橋,9705系統上り
42473,7,北陸鉄道グループ,97 金沢駅,鈴見町,9705系統上り
42473,8,北陸鉄道グループ,97 金沢駅,桜町,9705系統上り
42473,9,北陸鉄道グループ,97 金沢駅,暁町,9705系統上り
42473,10,北陸鉄道グループ,97 金沢駅,横山町,9705系統上り
42473,11,北陸鉄道グループ,97 金沢駅,小将町,9705系統上り
42473,12,北陸鉄道グループ,97 金沢駅,兼六園下,9705系統上り
42473,13,北陸鉄道グループ,97 金沢駅,広坂,9705系統上り
42473,14,北陸鉄道グループ,97 金沢駅,香林坊,9705系統上り
42473,15,北陸鉄道グループ,97 金沢駅,南町,9705系統上り
42473,16,北陸鉄道グループ,97 金沢駅,武蔵ヶ辻,9705系統上り
42473,17,北陸鉄道グループ,97 金沢駅,リファーレ前,9705系統上り
42473,18,北陸鉄道グループ,97 金沢駅,金沢駅,9705系統上り
42575,7,北陸鉄道グループ,87野町・鳴和,中条,
42575,42,北陸鉄道グループ,87野町・鳴和,香林坊,
42687,0,北陸鉄道グループ,小松空港連絡バス,金沢駅,金沢駅→小松空港行き市内経由
42687,1,北陸鉄道グループ,小松空港連絡バス,武蔵ヶ辻,金沢駅→小松空港行き市内経由
42687,2,北陸鉄道グループ,小松空港連絡バス,香林坊,金沢駅→小松空港行き市内経由
42687,3,北陸鉄道グループ,小松空港連絡バス,片町,金沢駅→小松空港行き市内経由
42687,11,北陸鉄道グループ,小松空港連絡バス,小松空港,金沢駅→小松空港行き市内経由
